METADATA|PersonReligion|SourceSystemOwner|SourceSystemId|PersonId(SourceSystemId)|LegislationCode|Religion|PrimaryFlag
MERGE|PersonReligion|ALTAHRN01|5502562_RELBLF|5502562|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5502574_RELBLF|5502574|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5502724_RELBLF|5502724|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5502749_RELBLF|5502749|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5502781_RELBLF|5502781|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5502811_RELBLF|5502811|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5502857_RELBLF|5502857|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5502865_RELBLF|5502865|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5502892_RELBLF|5502892|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5502919_RELBLF|5502919|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5502921_RELBLF|5502921|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5502951_RELBLF|5502951|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5502967_RELBLF|5502967|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5502973_RELBLF|5502973|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5502986_RELBLF|5502986|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5503003_RELBLF|5503003|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5503015_RELBLF|5503015|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5503042_RELBLF|5503042|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5503056_RELBLF|5503056|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5503059_RELBLF|5503059|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5503066_RELBLF|5503066|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5503111_RELBLF|5503111|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5503138_RELBLF|5503138|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5503145_RELBLF|5503145|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5503164_RELBLF|5503164|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5503214_RELBLF|5503214|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5503243_RELBLF|5503243|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5503265_RELBLF|5503265|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5503274_RELBLF|5503274|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5503305_RELBLF|5503305|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5503311_RELBLF|5503311|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5503325_RELBLF|5503325|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5503340_RELBLF|5503340|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5503407_RELBLF|5503407|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5503433_RELBLF|5503433|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5503435_RELBLF|5503435|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5503446_RELBLF|5503446|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5503447_RELBLF|5503447|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5503466_RELBLF|5503466|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5503472_RELBLF|5503472|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5503497_RELBLF|5503497|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5503500_RELBLF|5503500|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5503504_RELBLF|5503504|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5503535_RELBLF|5503535|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5503544_RELBLF|5503544|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5503567_RELBLF|5503567|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5503575_RELBLF|5503575|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5503609_RELBLF|5503609|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5503611_RELBLF|5503611|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5503612_RELBLF|5503612|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5503613_RELBLF|5503613|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5503622_RELBLF|5503622|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5503629_RELBLF|5503629|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5503638_RELBLF|5503638|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5503640_RELBLF|5503640|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5503681_RELBLF|5503681|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5503716_RELBLF|5503716|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5503723_RELBLF|5503723|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5503727_RELBLF|5503727|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5503736_RELBLF|5503736|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5503738_RELBLF|5503738|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5503756_RELBLF|5503756|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5503776_RELBLF|5503776|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5503842_RELBLF|5503842|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5503858_RELBLF|5503858|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5503871_RELBLF|5503871|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5503878_RELBLF|5503878|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5503882_RELBLF|5503882|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5503887_RELBLF|5503887|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5503910_RELBLF|5503910|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5503977_RELBLF|5503977|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5503987_RELBLF|5503987|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5504375_RELBLF|5504375|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5504575_RELBLF|5504575|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5504677_RELBLF|5504677|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5504708_RELBLF|5504708|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5504779_RELBLF|5504779|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5504841_RELBLF|5504841|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5504863_RELBLF|5504863|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5504909_RELBLF|5504909|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5504957_RELBLF|5504957|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5504983_RELBLF|5504983|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5505017_RELBLF|5505017|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5505034_RELBLF|5505034|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5505040_RELBLF|5505040|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5505072_RELBLF|5505072|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5505079_RELBLF|5505079|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5505095_RELBLF|5505095|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5505145_RELBLF|5505145|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5505315_RELBLF|5505315|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5505415_RELBLF|5505415|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5505447_RELBLF|5505447|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5505513_RELBLF|5505513|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5505524_RELBLF|5505524|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5505532_RELBLF|5505532|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5505533_RELBLF|5505533|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5505724_RELBLF|5505724|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5505760_RELBLF|5505760|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5505819_RELBLF|5505819|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5505921_RELBLF|5505921|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5506001_RELBLF|5506001|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5506039_RELBLF|5506039|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5506147_RELBLF|5506147|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5506182_RELBLF|5506182|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5506188_RELBLF|5506188|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5506216_RELBLF|5506216|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5506264_RELBLF|5506264|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5506270_RELBLF|5506270|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5506272_RELBLF|5506272|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5506353_RELBLF|5506353|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5506377_RELBLF|5506377|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5506378_RELBLF|5506378|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5506379_RELBLF|5506379|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5506515_RELBLF|5506515|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5506536_RELBLF|5506536|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5506678_RELBLF|5506678|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5506717_RELBLF|5506717|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5506730_RELBLF|5506730|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5506737_RELBLF|5506737|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5506779_RELBLF|5506779|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5506802_RELBLF|5506802|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5506828_RELBLF|5506828|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5506836_RELBLF|5506836|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5506945_RELBLF|5506945|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5506946_RELBLF|5506946|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5506959_RELBLF|5506959|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5507025_RELBLF|5507025|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5507037_RELBLF|5507037|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5507120_RELBLF|5507120|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5507122_RELBLF|5507122|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5507177_RELBLF|5507177|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5507236_RELBLF|5507236|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5507278_RELBLF|5507278|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5507305_RELBLF|5507305|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5507328_RELBLF|5507328|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5507344_RELBLF|5507344|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5507406_RELBLF|5507406|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5507488_RELBLF|5507488|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5507495_RELBLF|5507495|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5507542_RELBLF|5507542|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5507629_RELBLF|5507629|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5507654_RELBLF|5507654|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5507737_RELBLF|5507737|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5507805_RELBLF|5507805|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5507846_RELBLF|5507846|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5507855_RELBLF|5507855|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5507895_RELBLF|5507895|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5507974_RELBLF|5507974|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5508045_RELBLF|5508045|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5508098_RELBLF|5508098|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5508126_RELBLF|5508126|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5508147_RELBLF|5508147|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5508149_RELBLF|5508149|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5508172_RELBLF|5508172|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5508189_RELBLF|5508189|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5508209_RELBLF|5508209|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5508215_RELBLF|5508215|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5508269_RELBLF|5508269|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5508303_RELBLF|5508303|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5508307_RELBLF|5508307|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5508378_RELBLF|5508378|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5508382_RELBLF|5508382|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5508387_RELBLF|5508387|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5508417_RELBLF|5508417|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5508432_RELBLF|5508432|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5508443_RELBLF|5508443|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5508485_RELBLF|5508485|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5508605_RELBLF|5508605|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5508613_RELBLF|5508613|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5508631_RELBLF|5508631|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5508794_RELBLF|5508794|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5508827_RELBLF|5508827|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5508847_RELBLF|5508847|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5508883_RELBLF|5508883|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5508896_RELBLF|5508896|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5508928_RELBLF|5508928|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5508956_RELBLF|5508956|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5508965_RELBLF|5508965|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5508981_RELBLF|5508981|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5508995_RELBLF|5508995|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5509049_RELBLF|5509049|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5509052_RELBLF|5509052|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5509060_RELBLF|5509060|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5509111_RELBLF|5509111|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5509128_RELBLF|5509128|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5509158_RELBLF|5509158|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5509162_RELBLF|5509162|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5509167_RELBLF|5509167|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5509189_RELBLF|5509189|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5509198_RELBLF|5509198|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5509219_RELBLF|5509219|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5509224_RELBLF|5509224|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5509238_RELBLF|5509238|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5509244_RELBLF|5509244|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5509284_RELBLF|5509284|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5509298_RELBLF|5509298|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5509302_RELBLF|5509302|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5509310_RELBLF|5509310|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5509322_RELBLF|5509322|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5509405_RELBLF|5509405|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5509406_RELBLF|5509406|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5509452_RELBLF|5509452|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5509456_RELBLF|5509456|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5509497_RELBLF|5509497|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5509586_RELBLF|5509586|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5509596_RELBLF|5509596|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5509601_RELBLF|5509601|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5509713_RELBLF|5509713|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5509740_RELBLF|5509740|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5509741_RELBLF|5509741|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5509786_RELBLF|5509786|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5509813_RELBLF|5509813|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5509815_RELBLF|5509815|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5509820_RELBLF|5509820|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5509832_RELBLF|5509832|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5509834_RELBLF|5509834|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5509848_RELBLF|5509848|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5509850_RELBLF|5509850|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5509851_RELBLF|5509851|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5509852_RELBLF|5509852|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5509861_RELBLF|5509861|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5509870_RELBLF|5509870|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5509888_RELBLF|5509888|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5509889_RELBLF|5509889|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5509900_RELBLF|5509900|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5509905_RELBLF|5509905|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5509906_RELBLF|5509906|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5509912_RELBLF|5509912|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5509942_RELBLF|5509942|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5509997_RELBLF|5509997|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5510004_RELBLF|5510004|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5510020_RELBLF|5510020|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5510023_RELBLF|5510023|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5510037_RELBLF|5510037|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5510039_RELBLF|5510039|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5510044_RELBLF|5510044|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5510045_RELBLF|5510045|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5510066_RELBLF|5510066|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5510067_RELBLF|5510067|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5510082_RELBLF|5510082|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5510086_RELBLF|5510086|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5510094_RELBLF|5510094|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5510173_RELBLF|5510173|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5510220_RELBLF|5510220|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5510227_RELBLF|5510227|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5510333_RELBLF|5510333|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5510344_RELBLF|5510344|GB|14|Y
