METADATA|PersonEthnicity|SourceSystemOwner|SourceSystemId|PersonId(SourceSystemId)|LegislationCode|Ethnicity|PrimaryFlag
MERGE|PersonEthnicity|ALTAHRN01|5502574_ETHNICITY|5502574|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502724_ETHNICITY|5502724|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502749_ETHNICITY|5502749|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502781_ETHNICITY|5502781|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502811_ETHNICITY|5502811|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502857_ETHNICITY|5502857|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502865_ETHNICITY|5502865|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502892_ETHNICITY|5502892|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502919_ETHNICITY|5502919|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502921_ETHNICITY|5502921|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502951_ETHNICITY|5502951|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502967_ETHNICITY|5502967|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5502973_ETHNICITY|5502973|GB|34|Y
MERGE|PersonEthnicity|ALTAHRN01|5502986_ETHNICITY|5502986|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503003_ETHNICITY|5503003|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5503015_ETHNICITY|5503015|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5503042_ETHNICITY|5503042|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503056_ETHNICITY|5503056|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5503059_ETHNICITY|5503059|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503066_ETHNICITY|5503066|GB|98|Y
MERGE|PersonEthnicity|ALTAHRN01|5503111_ETHNICITY|5503111|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503138_ETHNICITY|5503138|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503145_ETHNICITY|5503145|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503164_ETHNICITY|5503164|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503214_ETHNICITY|5503214|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503243_ETHNICITY|5503243|GB|98|Y
MERGE|PersonEthnicity|ALTAHRN01|5503265_ETHNICITY|5503265|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503274_ETHNICITY|5503274|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503305_ETHNICITY|5503305|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503311_ETHNICITY|5503311|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5503325_ETHNICITY|5503325|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503340_ETHNICITY|5503340|GB|98|Y
MERGE|PersonEthnicity|ALTAHRN01|5503407_ETHNICITY|5503407|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503433_ETHNICITY|5503433|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503435_ETHNICITY|5503435|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503446_ETHNICITY|5503446|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503447_ETHNICITY|5503447|GB|98|Y
MERGE|PersonEthnicity|ALTAHRN01|5503466_ETHNICITY|5503466|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503472_ETHNICITY|5503472|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5503497_ETHNICITY|5503497|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503500_ETHNICITY|5503500|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5503504_ETHNICITY|5503504|GB|39|Y
MERGE|PersonEthnicity|ALTAHRN01|5503535_ETHNICITY|5503535|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503544_ETHNICITY|5503544|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503567_ETHNICITY|5503567|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503575_ETHNICITY|5503575|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503609_ETHNICITY|5503609|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503611_ETHNICITY|5503611|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503612_ETHNICITY|5503612|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503613_ETHNICITY|5503613|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503622_ETHNICITY|5503622|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503629_ETHNICITY|5503629|GB|98|Y
MERGE|PersonEthnicity|ALTAHRN01|5503638_ETHNICITY|5503638|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503640_ETHNICITY|5503640|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503681_ETHNICITY|5503681|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503716_ETHNICITY|5503716|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503723_ETHNICITY|5503723|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503727_ETHNICITY|5503727|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503736_ETHNICITY|5503736|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503738_ETHNICITY|5503738|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5503756_ETHNICITY|5503756|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503776_ETHNICITY|5503776|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503842_ETHNICITY|5503842|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503858_ETHNICITY|5503858|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503871_ETHNICITY|5503871|GB|90|Y
MERGE|PersonEthnicity|ALTAHRN01|5503878_ETHNICITY|5503878|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503882_ETHNICITY|5503882|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503887_ETHNICITY|5503887|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503910_ETHNICITY|5503910|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503977_ETHNICITY|5503977|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5503987_ETHNICITY|5503987|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5504375_ETHNICITY|5504375|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5504575_ETHNICITY|5504575|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5504677_ETHNICITY|5504677|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5504708_ETHNICITY|5504708|GB|32|Y
MERGE|PersonEthnicity|ALTAHRN01|5504779_ETHNICITY|5504779|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5504841_ETHNICITY|5504841|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5504863_ETHNICITY|5504863|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5504909_ETHNICITY|5504909|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5504957_ETHNICITY|5504957|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5504983_ETHNICITY|5504983|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505017_ETHNICITY|5505017|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505034_ETHNICITY|5505034|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505040_ETHNICITY|5505040|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505072_ETHNICITY|5505072|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505079_ETHNICITY|5505079|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505095_ETHNICITY|5505095|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505145_ETHNICITY|5505145|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505315_ETHNICITY|5505315|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505415_ETHNICITY|5505415|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505447_ETHNICITY|5505447|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505513_ETHNICITY|5505513|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505524_ETHNICITY|5505524|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505532_ETHNICITY|5505532|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505533_ETHNICITY|5505533|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505724_ETHNICITY|5505724|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5505760_ETHNICITY|5505760|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5505819_ETHNICITY|5505819|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5505921_ETHNICITY|5505921|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506001_ETHNICITY|5506001|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506039_ETHNICITY|5506039|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506147_ETHNICITY|5506147|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506182_ETHNICITY|5506182|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506188_ETHNICITY|5506188|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506216_ETHNICITY|5506216|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506264_ETHNICITY|5506264|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506270_ETHNICITY|5506270|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506272_ETHNICITY|5506272|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5506353_ETHNICITY|5506353|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506377_ETHNICITY|5506377|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506378_ETHNICITY|5506378|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506379_ETHNICITY|5506379|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506515_ETHNICITY|5506515|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506536_ETHNICITY|5506536|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506678_ETHNICITY|5506678|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506717_ETHNICITY|5506717|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506730_ETHNICITY|5506730|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506737_ETHNICITY|5506737|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506779_ETHNICITY|5506779|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506802_ETHNICITY|5506802|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506828_ETHNICITY|5506828|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506836_ETHNICITY|5506836|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506945_ETHNICITY|5506945|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506946_ETHNICITY|5506946|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5506959_ETHNICITY|5506959|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507025_ETHNICITY|5507025|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507037_ETHNICITY|5507037|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507120_ETHNICITY|5507120|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5507122_ETHNICITY|5507122|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507177_ETHNICITY|5507177|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507236_ETHNICITY|5507236|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507278_ETHNICITY|5507278|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507305_ETHNICITY|5507305|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507328_ETHNICITY|5507328|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507344_ETHNICITY|5507344|GB|34|Y
MERGE|PersonEthnicity|ALTAHRN01|5507406_ETHNICITY|5507406|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507488_ETHNICITY|5507488|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507495_ETHNICITY|5507495|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507542_ETHNICITY|5507542|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507629_ETHNICITY|5507629|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507654_ETHNICITY|5507654|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507737_ETHNICITY|5507737|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507805_ETHNICITY|5507805|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507846_ETHNICITY|5507846|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507855_ETHNICITY|5507855|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507895_ETHNICITY|5507895|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5507974_ETHNICITY|5507974|GB|80|Y
MERGE|PersonEthnicity|ALTAHRN01|5508045_ETHNICITY|5508045|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508098_ETHNICITY|5508098|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5508126_ETHNICITY|5508126|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508147_ETHNICITY|5508147|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508149_ETHNICITY|5508149|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508172_ETHNICITY|5508172|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508189_ETHNICITY|5508189|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5508209_ETHNICITY|5508209|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508215_ETHNICITY|5508215|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508269_ETHNICITY|5508269|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508303_ETHNICITY|5508303|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5508307_ETHNICITY|5508307|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508378_ETHNICITY|5508378|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508382_ETHNICITY|5508382|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508387_ETHNICITY|5508387|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508417_ETHNICITY|5508417|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508432_ETHNICITY|5508432|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508443_ETHNICITY|5508443|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508485_ETHNICITY|5508485|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508605_ETHNICITY|5508605|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508613_ETHNICITY|5508613|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508631_ETHNICITY|5508631|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508794_ETHNICITY|5508794|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508827_ETHNICITY|5508827|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5508847_ETHNICITY|5508847|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508883_ETHNICITY|5508883|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508896_ETHNICITY|5508896|GB|32|Y
MERGE|PersonEthnicity|ALTAHRN01|5508928_ETHNICITY|5508928|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508956_ETHNICITY|5508956|GB|34|Y
MERGE|PersonEthnicity|ALTAHRN01|5508965_ETHNICITY|5508965|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508981_ETHNICITY|5508981|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5508995_ETHNICITY|5508995|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509049_ETHNICITY|5509049|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509052_ETHNICITY|5509052|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509060_ETHNICITY|5509060|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509111_ETHNICITY|5509111|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509128_ETHNICITY|5509128|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509158_ETHNICITY|5509158|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509162_ETHNICITY|5509162|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509167_ETHNICITY|5509167|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509189_ETHNICITY|5509189|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509198_ETHNICITY|5509198|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509219_ETHNICITY|5509219|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509224_ETHNICITY|5509224|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509238_ETHNICITY|5509238|GB|32|Y
MERGE|PersonEthnicity|ALTAHRN01|5509244_ETHNICITY|5509244|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509284_ETHNICITY|5509284|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509298_ETHNICITY|5509298|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509302_ETHNICITY|5509302|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509310_ETHNICITY|5509310|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509322_ETHNICITY|5509322|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509405_ETHNICITY|5509405|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509406_ETHNICITY|5509406|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509452_ETHNICITY|5509452|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509456_ETHNICITY|5509456|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509497_ETHNICITY|5509497|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509586_ETHNICITY|5509586|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509596_ETHNICITY|5509596|GB|39|Y
MERGE|PersonEthnicity|ALTAHRN01|5509601_ETHNICITY|5509601|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509713_ETHNICITY|5509713|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509740_ETHNICITY|5509740|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509741_ETHNICITY|5509741|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509786_ETHNICITY|5509786|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509813_ETHNICITY|5509813|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5509815_ETHNICITY|5509815|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509820_ETHNICITY|5509820|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5509832_ETHNICITY|5509832|GB|98|Y
MERGE|PersonEthnicity|ALTAHRN01|5509834_ETHNICITY|5509834|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509848_ETHNICITY|5509848|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509850_ETHNICITY|5509850|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5509851_ETHNICITY|5509851|GB|10|Y
